ID;ROW_NUMBER;PURCHASING_ORGANIZATION;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;MATERIAL_NUMBER;MATERIAL_DESCRIPTION;MATERIAL_TYPE;VENDOR_CODE;VENDOR_NAME;NET_PRICE;CURRENCY
.1~4566;4566;E5;07;01;07/01;02/03/2021 00:00;13;61;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4567;4567;E5;07;01;07/01;02/03/2021 00:00;13;61;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4568;4568;E5;07;01;07/01;02/03/2021 00:00;13;61;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4569;4569;E5;07;01;07/01;02/03/2021 00:00;13;61;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4570;4570;E5;07;01;07/01;02/03/2021 00:00;13;61;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4571;4571;E5;07;01;07/01;02/03/2021 00:00;13;61;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4572;4572;E5;07;01;07/01;02/03/2021 00:00;13;61;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4573;4573;E5;07;02;07/02;03/03/2021 00:00;13;62;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4574;4574;E5;07;02;07/02;03/03/2021 00:00;13;62;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4575;4575;E5;07;02;07/02;03/03/2021 00:00;13;62;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4576;4576;E5;07;02;07/02;03/03/2021 00:00;13;62;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4577;4577;E5;07;02;07/02;03/03/2021 00:00;13;62;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4578;4578;E5;07;02;07/02;03/03/2021 00:00;13;62;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4579;4579;E5;07;02;07/02;03/03/2021 00:00;13;62;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4580;4580;E5;07;02;07/02;03/03/2021 00:00;13;62;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4581;4581;E5;07;02;07/02;03/03/2021 00:00;13;62;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4582;4582;E5;07;02;07/02;03/03/2021 00:00;13;62;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4583;4583;E5;07;02;07/02;03/03/2021 00:00;13;62;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4584;4584;E5;07;02;07/02;03/03/2021 00:00;13;62;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4585;4585;E5;07;03;07/03;04/03/2021 00:00;13;63;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4586;4586;E5;07;03;07/03;04/03/2021 00:00;13;63;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4587;4587;E5;07;03;07/03;04/03/2021 00:00;13;63;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4588;4588;E5;07;03;07/03;04/03/2021 00:00;13;63;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4589;4589;E5;07;03;07/03;04/03/2021 00:00;13;63;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4590;4590;E5;07;03;07/03;04/03/2021 00:00;13;63;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4591;4591;E5;07;03;07/03;04/03/2021 00:00;13;63;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4592;4592;E5;07;03;07/03;04/03/2021 00:00;13;63;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4593;4593;E5;07;03;07/03;04/03/2021 00:00;13;63;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4594;4594;E5;07;03;07/03;04/03/2021 00:00;13;63;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4595;4595;E5;07;03;07/03;04/03/2021 00:00;13;63;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4596;4596;E5;07;03;07/03;04/03/2021 00:00;13;63;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4597;4597;E5;07;04;07/04;05/03/2021 00:00;13;64;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4598;4598;E5;07;04;07/04;05/03/2021 00:00;13;64;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4599;4599;E5;07;04;07/04;05/03/2021 00:00;13;64;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4600;4600;E5;07;04;07/04;05/03/2021 00:00;13;64;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4601;4601;E5;07;04;07/04;05/03/2021 00:00;13;64;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4602;4602;E5;07;04;07/04;05/03/2021 00:00;13;64;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4603;4603;E5;07;04;07/04;05/03/2021 00:00;13;64;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4604;4604;E5;07;04;07/04;05/03/2021 00:00;13;64;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4605;4605;E5;07;04;07/04;05/03/2021 00:00;13;64;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4606;4606;E5;07;04;07/04;05/03/2021 00:00;13;64;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4607;4607;E5;07;04;07/04;05/03/2021 00:00;13;64;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4608;4608;E5;07;04;07/04;05/03/2021 00:00;13;64;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4609;4609;E5;07;05;07/05;06/03/2021 00:00;13;65;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4610;4610;E5;07;05;07/05;06/03/2021 00:00;13;65;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4611;4611;E5;07;05;07/05;06/03/2021 00:00;13;65;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4612;4612;E5;07;05;07/05;06/03/2021 00:00;13;65;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4613;4613;E5;07;05;07/05;06/03/2021 00:00;13;65;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4614;4614;E5;07;05;07/05;06/03/2021 00:00;13;65;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4615;4615;E5;07;05;07/05;06/03/2021 00:00;13;65;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4616;4616;E5;07;05;07/05;06/03/2021 00:00;13;65;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4617;4617;E5;07;05;07/05;06/03/2021 00:00;13;65;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4618;4618;E5;07;05;07/05;06/03/2021 00:00;13;65;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4619;4619;E5;07;05;07/05;06/03/2021 00:00;13;65;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4620;4620;E5;07;05;07/05;06/03/2021 00:00;13;65;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4621;4621;E5;07;06;07/06;07/03/2021 00:00;14;66;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4622;4622;E5;07;06;07/06;07/03/2021 00:00;14;66;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4623;4623;E5;07;06;07/06;07/03/2021 00:00;14;66;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4624;4624;E5;07;06;07/06;07/03/2021 00:00;14;66;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4625;4625;E5;07;06;07/06;07/03/2021 00:00;14;66;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4626;4626;E5;07;06;07/06;07/03/2021 00:00;14;66;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4627;4627;E5;07;06;07/06;07/03/2021 00:00;14;66;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4628;4628;E5;07;06;07/06;07/03/2021 00:00;14;66;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4629;4629;E5;07;06;07/06;07/03/2021 00:00;14;66;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4630;4630;E5;07;06;07/06;07/03/2021 00:00;14;66;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4631;4631;E5;07;06;07/06;07/03/2021 00:00;14;66;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4632;4632;E5;07;06;07/06;07/03/2021 00:00;14;66;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4633;4633;E5;07;07;07/07;08/03/2021 00:00;14;67;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4634;4634;E5;07;07;07/07;08/03/2021 00:00;14;67;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4635;4635;E5;07;07;07/07;08/03/2021 00:00;14;67;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4636;4636;E5;07;07;07/07;08/03/2021 00:00;14;67;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4637;4637;E5;07;07;07/07;08/03/2021 00:00;14;67;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4638;4638;E5;07;07;07/07;08/03/2021 00:00;14;67;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4639;4639;E5;07;07;07/07;08/03/2021 00:00;14;67;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4640;4640;E5;07;07;07/07;08/03/2021 00:00;14;67;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4641;4641;E5;07;07;07/07;08/03/2021 00:00;14;67;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4642;4642;E5;07;07;07/07;08/03/2021 00:00;14;67;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4643;4643;E5;07;07;07/07;08/03/2021 00:00;14;67;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4644;4644;E5;07;07;07/07;08/03/2021 00:00;14;67;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4645;4645;E5;07;08;07/08;09/03/2021 00:00;14;68;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4646;4646;E5;07;08;07/08;09/03/2021 00:00;14;68;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4647;4647;E5;07;08;07/08;09/03/2021 00:00;14;68;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4648;4648;E5;07;08;07/08;09/03/2021 00:00;14;68;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4649;4649;E5;07;08;07/08;09/03/2021 00:00;14;68;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4650;4650;E5;07;08;07/08;09/03/2021 00:00;14;68;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4651;4651;E5;07;08;07/08;09/03/2021 00:00;14;68;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4652;4652;E5;07;08;07/08;09/03/2021 00:00;14;68;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4653;4653;E5;07;08;07/08;09/03/2021 00:00;14;68;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4654;4654;E5;07;08;07/08;09/03/2021 00:00;14;68;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4655;4655;E5;07;08;07/08;09/03/2021 00:00;14;68;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4656;4656;E5;07;08;07/08;09/03/2021 00:00;14;68;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4657;4657;E5;07;09;07/09;10/03/2021 00:00;14;69;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4658;4658;E5;07;09;07/09;10/03/2021 00:00;14;69;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4659;4659;E5;07;09;07/09;10/03/2021 00:00;14;69;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4660;4660;E5;07;09;07/09;10/03/2021 00:00;14;69;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4661;4661;E5;07;09;07/09;10/03/2021 00:00;14;69;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4662;4662;E5;07;09;07/09;10/03/2021 00:00;14;69;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4663;4663;E5;07;09;07/09;10/03/2021 00:00;14;69;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4664;4664;E5;07;09;07/09;10/03/2021 00:00;14;69;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4665;4665;E5;07;09;07/09;10/03/2021 00:00;14;69;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4666;4666;E5;07;09;07/09;10/03/2021 00:00;14;69;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4667;4667;E5;07;09;07/09;10/03/2021 00:00;14;69;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4668;4668;E5;07;09;07/09;10/03/2021 00:00;14;69;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4669;4669;E5;07;10;07/10;11/03/2021 00:00;14;70;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4670;4670;E5;07;10;07/10;11/03/2021 00:00;14;70;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4671;4671;E5;07;10;07/10;11/03/2021 00:00;14;70;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4672;4672;E5;07;10;07/10;11/03/2021 00:00;14;70;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4673;4673;E5;07;10;07/10;11/03/2021 00:00;14;70;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4674;4674;E5;07;10;07/10;11/03/2021 00:00;14;70;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4675;4675;E5;07;10;07/10;11/03/2021 00:00;14;70;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4676;4676;E5;07;10;07/10;11/03/2021 00:00;14;70;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4677;4677;E5;07;10;07/10;11/03/2021 00:00;14;70;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4678;4678;E5;07;10;07/10;11/03/2021 00:00;14;70;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4679;4679;E5;07;10;07/10;11/03/2021 00:00;14;70;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4680;4680;E5;07;10;07/10;11/03/2021 00:00;14;70;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4681;4681;E5;08;01;08/01;12/03/2021 00:00;15;71;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4682;4682;E5;08;01;08/01;12/03/2021 00:00;15;71;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4683;4683;E5;08;01;08/01;12/03/2021 00:00;15;71;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4684;4684;E5;08;01;08/01;12/03/2021 00:00;15;71;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4685;4685;E5;08;01;08/01;12/03/2021 00:00;15;71;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4686;4686;E5;08;01;08/01;12/03/2021 00:00;15;71;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4687;4687;E5;08;01;08/01;12/03/2021 00:00;15;71;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4688;4688;E5;08;01;08/01;12/03/2021 00:00;15;71;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4689;4689;E5;08;01;08/01;12/03/2021 00:00;15;71;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4690;4690;E5;08;01;08/01;12/03/2021 00:00;15;71;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4691;4691;E5;08;01;08/01;12/03/2021 00:00;15;71;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4692;4692;E5;08;01;08/01;12/03/2021 00:00;15;71;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4693;4693;E5;08;02;08/02;13/03/2021 00:00;15;72;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4694;4694;E5;08;02;08/02;13/03/2021 00:00;15;72;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4695;4695;E5;08;02;08/02;13/03/2021 00:00;15;72;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4696;4696;E5;08;02;08/02;13/03/2021 00:00;15;72;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4697;4697;E5;08;02;08/02;13/03/2021 00:00;15;72;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4698;4698;E5;08;02;08/02;13/03/2021 00:00;15;72;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4699;4699;E5;08;02;08/02;13/03/2021 00:00;15;72;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4700;4700;E5;08;02;08/02;13/03/2021 00:00;15;72;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4701;4701;E5;08;02;08/02;13/03/2021 00:00;15;72;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4702;4702;E5;08;02;08/02;13/03/2021 00:00;15;72;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4703;4703;E5;08;02;08/02;13/03/2021 00:00;15;72;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4704;4704;E5;08;02;08/02;13/03/2021 00:00;15;72;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4705;4705;E5;08;03;08/03;14/03/2021 00:00;15;73;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4706;4706;E5;08;03;08/03;14/03/2021 00:00;15;73;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4707;4707;E5;08;03;08/03;14/03/2021 00:00;15;73;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4708;4708;E5;08;03;08/03;14/03/2021 00:00;15;73;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4709;4709;E5;08;03;08/03;14/03/2021 00:00;15;73;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4710;4710;E5;08;03;08/03;14/03/2021 00:00;15;73;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4711;4711;E5;08;03;08/03;14/03/2021 00:00;15;73;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4712;4712;E5;08;03;08/03;14/03/2021 00:00;15;73;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4713;4713;E5;08;03;08/03;14/03/2021 00:00;15;73;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4714;4714;E5;08;03;08/03;14/03/2021 00:00;15;73;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4715;4715;E5;08;03;08/03;14/03/2021 00:00;15;73;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4716;4716;E5;08;03;08/03;14/03/2021 00:00;15;73;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4717;4717;E5;08;04;08/04;15/03/2021 00:00;15;74;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4718;4718;E5;08;04;08/04;15/03/2021 00:00;15;74;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4719;4719;E5;08;04;08/04;15/03/2021 00:00;15;74;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4720;4720;E5;08;04;08/04;15/03/2021 00:00;15;74;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4721;4721;E5;08;04;08/04;15/03/2021 00:00;15;74;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4722;4722;E5;08;04;08/04;15/03/2021 00:00;15;74;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4723;4723;E5;08;04;08/04;15/03/2021 00:00;15;74;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4724;4724;E5;08;04;08/04;15/03/2021 00:00;15;74;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4725;4725;E5;08;04;08/04;15/03/2021 00:00;15;74;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4726;4726;E5;08;04;08/04;15/03/2021 00:00;15;74;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4727;4727;E5;08;04;08/04;15/03/2021 00:00;15;74;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4728;4728;E5;08;04;08/04;15/03/2021 00:00;15;74;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4729;4729;E5;08;05;08/05;16/03/2021 00:00;15;75;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4730;4730;E5;08;05;08/05;16/03/2021 00:00;15;75;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4731;4731;E5;08;05;08/05;16/03/2021 00:00;15;75;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4732;4732;E5;08;05;08/05;16/03/2021 00:00;15;75;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4733;4733;E5;08;05;08/05;16/03/2021 00:00;15;75;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4734;4734;E5;08;05;08/05;16/03/2021 00:00;15;75;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4735;4735;E5;08;05;08/05;16/03/2021 00:00;15;75;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4736;4736;E5;08;05;08/05;16/03/2021 00:00;15;75;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4737;4737;E5;08;05;08/05;16/03/2021 00:00;15;75;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4738;4738;E5;08;05;08/05;16/03/2021 00:00;15;75;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4739;4739;E5;08;05;08/05;16/03/2021 00:00;15;75;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4740;4740;E5;08;05;08/05;16/03/2021 00:00;15;75;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4741;4741;E5;08;06;08/06;17/03/2021 00:00;16;76;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4742;4742;E5;08;06;08/06;17/03/2021 00:00;16;76;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4743;4743;E5;08;06;08/06;17/03/2021 00:00;16;76;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4744;4744;E5;08;06;08/06;17/03/2021 00:00;16;76;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4745;4745;E5;08;06;08/06;17/03/2021 00:00;16;76;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4746;4746;E5;08;06;08/06;17/03/2021 00:00;16;76;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4747;4747;E5;08;06;08/06;17/03/2021 00:00;16;76;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4748;4748;E5;08;06;08/06;17/03/2021 00:00;16;76;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4749;4749;E5;08;06;08/06;17/03/2021 00:00;16;76;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4750;4750;E5;08;06;08/06;17/03/2021 00:00;16;76;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
